user_uuid,Total_number_of_workouts,Number_of_programs_taken,Intensity_per_workout,cluster
032423af-4ba2-4188-8c20-d638757a030e,16,0.33333333333333326,0.06666666666666667,0
032c0f5e-4815-4999-9bf4-052662309764,7,0.14285714285714285,0.0,0
03334c7d-8091-47cf-ab6d-2ea8f18f5b86,11,0.21428571428571427,0.06666666666666667,0
033a247a-7c58-454b-a334-6c8de038142c,37,0.619047619047619,0.6666666666666666,1
0349a304-7c33-4f97-a976-232fcb1d53a5,5,0.047619047619047616,0.13333333333333333,0
034d0009-2cf6-4e5e-aee5-273f91908880,4,0.07142857142857142,0.0,0
034d3118-e752-4b73-9e68-29da2686220e,14,0.21428571428571427,0.26666666666666666,0
034db2c9-e907-41ba-9987-5f53f6a803f1,6,0.11904761904761904,0.0,0
03511a8c-244b-414b-bbce-7a0ed47073d5,5,0.09523809523809523,0.0,0
0352c3a3-edc9-4aa0-b8fa-e42ecc5260ca,7,0.14285714285714285,0.0,0
0353ab00-79a1-46fc-acab-d56522520ea4,4,0.07142857142857142,0.0,0
03562d80-2a7d-4cd4-8133-1cc93d56bdc5,23,0.4999999999999999,0.06666666666666667,2
035828d5-80e6-431b-9476-255306801ad7,6,0.11904761904761904,0.0,0
03584389-ea82-4643-a77e-769b51277059,16,0.2857142857142857,0.2,0
035859bd-f908-49a9-93d9-78207bc5a62b,17,0.30952380952380953,0.2,2
035bd623-878a-4a9f-abe4-57d03e743140,32,0.47619047619047616,0.7333333333333333,1
035ea703-36f7-4293-ba6e-31c7bd047836,18,0.3571428571428571,0.13333333333333333,2
035fb6db-0e3c-4c4b-a7af-32fc58f694dd,26,0.5476190476190476,0.13333333333333333,2
0360c1d9-79a8-471e-98b4-8366fe72677d,6,0.11904761904761904,0.0,0
0361413a-7d89-46a7-a59a-4f9a1abb8f7c,39,0.6666666666666666,0.6666666666666666,1
0362ebe8-aeaa-4bf8-8206-03a69c94e939,7,0.14285714285714285,0.0,0
0364b1e6-6368-424b-8f28-0a33899482b2,13,0.26190476190476186,0.06666666666666667,0
036a099c-b7b0-4548-93b5-40c624cc7285,14,0.16666666666666666,0.4,0
036b1df3-1889-4b27-a3cf-6f662624e7f9,10,0.19047619047619047,0.06666666666666667,0
036d3e04-18d3-4a18-ad91-07e826056ca7,8,0.16666666666666666,0.0,0
0371dc40-17d1-40ff-a1db-71f1ed79c51e,7,0.14285714285714285,0.0,0
0372bbf6-e2f1-4d2b-8ca4-efd39a6407ff,4,0.07142857142857142,0.0,0
03739f44-48e1-4315-a1f1-9f68fec7cdae,6,0.11904761904761904,0.0,0
037ed258-f711-4df7-a4ce-63629b2b84c8,31,0.47619047619047616,0.6666666666666666,1
038b62ff-391a-42c3-bb59-b8f90db566f3,15,0.21428571428571427,0.3333333333333333,0
038ba537-f240-46c6-8a15-c9dca372d09c,4,0.047619047619047616,0.06666666666666667,0
038d72b0-0768-4396-9962-822b5559456e,8,0.16666666666666666,0.0,0
0390f19a-ceb9-412c-bacc-06f89ae0530b,20,0.38095238095238093,0.2,2
0397c859-8877-42c7-bc36-e8c71850d258,31,0.619047619047619,0.26666666666666666,2
039d5793-0981-4b18-8915-53ce0fb47173,11,0.21428571428571427,0.06666666666666667,0
03a2e9dc-c1b8-4d14-a0b3-f0cec5cb9d7a,25,0.45238095238095233,0.3333333333333333,2
03a609ae-212e-4fce-9b22-66fb29de59f1,25,0.45238095238095233,0.3333333333333333,2
03a7f5ab-689b-4419-b3fa-908462d7435a,42,0.738095238095238,0.6666666666666666,1
03a9811c-f871-44cf-aedd-3cb76b17dbbf,12,0.26190476190476186,0.0,0
03a9f466-d2cf-4969-a2db-eb8dd77ce3d3,9,0.19047619047619047,0.0,0
03b31b0f-aca3-422f-a358-958cc6f48ba3,9,0.19047619047619047,0.0,0
03b7d9c0-dbf8-4049-b42f-edf472d2c9ca,22,0.40476190476190477,0.26666666666666666,2
03b87b14-ad89-4534-827d-f24612d74b81,4,0.07142857142857142,0.0,0
03ba4f56-e875-4cc9-9c79-05b493dba2a6,6,0.11904761904761904,0.0,0
03bc88ef-c10f-4341-bb1a-e47340b3923f,11,0.23809523809523805,0.0,0
03c5b74f-00da-4233-a4b4-262edce27966,10,0.21428571428571427,0.0,0
03c9d99c-d436-4372-9d25-14da304c6d62,25,0.5238095238095237,0.13333333333333333,2
03cbd262-7c23-4b73-843c-e4d02d4e4547,7,0.14285714285714285,0.0,0
03ce4287-2da0-49ba-9489-2fbf9fe9474d,4,0.07142857142857142,0.0,0
03d17fc4-1b17-4e14-a532-70ab165b11d7,9,0.16666666666666666,0.06666666666666667,0
03d20aea-98f1-4c6c-b207-b50a23b5aed6,6,0.09523809523809523,0.06666666666666667,0
